is_canceled,lead_time,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,adr,required_car_parking_spaces,total_of_special_requests,year_res_status_date,month_res_status_date,day_res_status_date,hotel_City Hotel,hotel_Resort Hotel,meal_BB,meal_FB,meal_HB,meal_SC,meal_Undefined,market_segment_Aviation,market_segment_Complementary,market_segment_Corporate,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,distribution_channel_Corporate,distribution_channel_Direct,distribution_channel_GDS,distribution_channel_TA/TO,reserved_room_type_A,reserved_room_type_B,reserved_room_type_C,reserved_room_type_D,reserved_room_type_E,reserved_room_type_F,reserved_room_type_G,reserved_room_type_H,deposit_type_No Deposit,deposit_type_Non Refund,deposit_type_Refundable,customer_type_Contract,customer_type_Group,customer_type_Transient,customer_type_Transient-Party
0.0,0.1907790143084261,1.0000000000000002,0.8333333333333334,0.08333333333333333,0.1,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.12137320044296787,0.3333333333333333,0.6000000000000001,0.6666666666667425,0.9999999999999999,0.9666666666666667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.1399046104928458,0.1153846153846154,0.5333333333333333,0.0,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.17541528239202658,0.0,0.0,0.6666666666667425,0.9090909090909091,0.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.12559618441971385,0.9807692307692307,0.7666666666666667,0.16666666666666666,0.16666666666666666,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.12688815060908085,0.0,0.4,0.33333333333337123,0.9999999999999999,0.9999999999999999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.06518282988871224,0.6346153846153846,0.4666666666666667,0.08333333333333333,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.16943521594684385,0.0,0.0,0.6666666666667425,0.6363636363636364,0.5666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.3799682034976153,0.7884615384615384,0.5333333333333333,0.0,0.03333333333333333,0.03636363636363636,0.0,0.0,0.0,0.038461538461538464,0.0,0.13289036544850497,0.0,0.0,0.33333333333337123,0.6363636363636364,0.5333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.03656597774244833,0.2884615384615385,0.6333333333333333,0.0,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.21926910299003322,0.3333333333333333,0.0,1.0,0.2727272727272727,0.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.05405405405405406,0.9423076923076923,0.26666666666666666,0.0,0.03333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.10631229235880399,0.0,0.2,0.6666666666667425,0.9999999999999999,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.06041335453100159,0.3461538461538462,0.16666666666666669,0.16666666666666666,0.1,0.03636363636363636,0.3333333333333333,0.0,0.0,0.0,0.0,0.3315171650055371,0.0,0.0,0.6666666666667425,0.36363636363636365,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.25437201907790147,0.5192307692307693,0.4666666666666667,0.16666666666666666,0.16666666666666666,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.17353266888150606,0.0,0.2,1.0,0.5454545454545454,0.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.05087440381558029,0.826923076923077,0.8666666666666667,0.16666666666666666,0.16666666666666666,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.2034330011074197,0.3333333333333333,0.0,0.6666666666667425,0.9090909090909091,0.06666666666666668,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.08903020667726551,0.25000000000000006,0.9333333333333333,0.0,0.13333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.12846068660022147,0.3333333333333333,0.2,0.6666666666667425,0.2727272727272727,0.03333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.15421303656597776,0.7692307692307693,0.13333333333333333,0.08333333333333333,0.1,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.31007751937984496,0.0,0.0,0.33333333333337123,0.5454545454545454,0.06666666666666668,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.13513513513513514,0.2884615384615385,0.6,0.08333333333333333,0.13333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.1652270210409745,0.0,0.2,1.0,0.2727272727272727,0.7666666666666667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.4419713831478538,0.5576923076923077,0.8333333333333334,0.0,0.13333333333333333,0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.3667774086378737,0.0,0.4,1.0,0.5454545454545454,0.9666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.2782193958664547,0.6153846153846154,0.3,0.0,0.13333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.220265780730897,0.0,0.0,0.6666666666667425,0.1818181818181818,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.041335453100158986,0.38461538461538464,0.7,0.08333333333333333,0.03333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.28349944629014395,0.0,0.0,1.0,0.2727272727272727,0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.5723370429252782,0.7884615384615384,0.3666666666666667,0.08333333333333333,0.03333333333333333,0.03636363636363636,0.0,0.0,0.0,0.038461538461538464,0.0,0.13732004429678848,0.0,0.0,0.33333333333337123,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.6009538950715422,0.8461538461538461,0.0,0.0,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.10188261351052048,0.0,0.0,0.6666666666667425,0.8181818181818182,0.5666666666666667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.05087440381558029,0.07692307692307693,0.7666666666666667,0.16666666666666666,0.03333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.14174972314507198,0.0,0.0,0.6666666666667425,0.0,0.8666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.26232114467408585,1.0000000000000002,0.9666666666666667,0.0,0.13333333333333333,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666667425,0.0,0.06666666666666668,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.006359300476947536,0.6538461538461539,0.8,0.0,0.13333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.13732004429678848,0.0,0.0,0.33333333333337123,0.6363636363636364,0.9333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.28457869634340227,0.5,0.0,0.0,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.14396456256921372,0.0,0.0,0.6666666666667425,0.36363636363636365,0.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.5548489666136726,0.7692307692307693,0.1,0.08333333333333333,0.16666666666666666,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.273156146179402,0.0,0.0,0.6666666666667425,0.8181818181818182,0.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.07472178060413355,0.13461538461538464,0.5666666666666667,0.0,0.1,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.6666666666667425,0.09090909090909091,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.3767885532591415,0.7115384615384616,0.43333333333333335,0.08333333333333333,0.06666666666666667,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.1788482834994463,0.0,0.0,0.33333333333337123,0.7272727272727273,0.5333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0492845786963434,0.75,0.8666666666666667,0.0,0.03333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.27906976744186046,0.0,0.0,0.6666666666667425,0.7272727272727273,0.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.2511923688394277,0.5,0.0,0.08333333333333333,0.06666666666666667,0.03636363636363636,0.6666666666666666,0.0,0.0,0.0,0.0,0.3727574750830565,0.0,0.2,0.6666666666667425,0.5454545454545454,0.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0397456279809221,0.9615384615384616,0.4,0.0,0.13333333333333333,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.1769656699889258,0.0,0.2,0.6666666666667425,0.9999999999999999,0.5333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.6136724960254373,0.826923076923077,0.7333333333333333,0.16666666666666666,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.2547065337763012,0.0,0.2,0.6666666666667425,0.8181818181818182,0.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.015898251192368842,0.7115384615384616,0.4,0.0,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.2414174972314507,0.0,0.0,0.6666666666667425,0.7272727272727273,0.4666666666666667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.12082670906200318,0.23076923076923078,0.6333333333333333,0.16666666666666666,0.1,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.24396456256921373,0.0,0.2,0.6666666666667425,0.1818181818181818,0.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.06677265500794913,0.2884615384615385,0.6666666666666666,0.08333333333333333,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.3469988925802879,0.0,0.4,1.0,0.2727272727272727,0.7666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.33386327503974567,0.6538461538461539,0.7,0.25,0.26666666666666666,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.4268660022148394,0.0,0.4,0.6666666666667425,0.09090909090909091,0.4666666666666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.006359300476947536,0.5,0.8333333333333334,0.16666666666666666,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.2502768549280177,0.0,0.2,0.6666666666667425,0.4545454545454545,0.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.05246422893481718,0.42307692307692313,0.9333333333333333,0.16666666666666666,0.03333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.1893687707641196,0.0,0.0,0.6666666666667425,0.4545454545454545,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.011128775834658189,0.9615384615384616,0.5333333333333333,0.08333333333333333,0.03333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.17275747508305647,0.0,0.2,0.6666666666667425,0.9999999999999999,0.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.033386327503974564,0.9615384615384616,0.5333333333333333,0.0,0.06666666666666667,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.14396456256921372,0.0,0.0,0.33333333333337123,0.9999999999999999,0.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.25437201907790147,1.0000000000000002,0.9666666666666667,0.0,0.1,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.15503875968992248,0.0,0.0,0.33333333333337123,0.9999999999999999,0.7333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.044515103338632754,0.38461538461538464,0.6,0.16666666666666666,0.16666666666666666,0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.1769656699889258,0.0,0.4,0.6666666666667425,0.36363636363636365,0.8333333333333334,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.43561208267090623,0.5384615384615384,0.5666666666666667,0.16666666666666666,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.038461538461538464,0.0,0.13732004429678848,0.0,0.0,0.33333333333337123,0.5454545454545454,0.16666666666666669,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.24642289348171703,0.5384615384615384,0.5333333333333333,0.08333333333333333,0.03333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.19734219269102987,0.0,0.2,1.0,0.1818181818181818,0.23333333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.07631160572337044,0.75,0.9666666666666667,0.16666666666666666,0.1,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.2369878183831672,0.0,0.0,0.6666666666667425,0.6363636363636364,0.43333333333333335,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0397456279809221,0.038461538461538464,0.43333333333333335,0.0,0.06666666666666667,0.03636363636363636,0.6666666666666666,0.0,0.0,0.0,0.0,0.17497231450719822,0.0,0.2,0.6666666666667425,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
