is_canceled,lead_time,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,adr,required_car_parking_spaces,total_of_special_requests,year_res_status_date,month_res_status_date,day_res_status_date,hotel_City Hotel,hotel_Resort Hotel,status_closed,status_in_progress,meal_BB,meal_FB,meal_HB,meal_SC,meal_Undefined,market_segment_Aviation,market_segment_Complementary,market_segment_Corporate,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,distribution_channel_Corporate,distribution_channel_Direct,distribution_channel_GDS,distribution_channel_TA/TO,reserved_room_type_A,reserved_room_type_B,reserved_room_type_C,reserved_room_type_D,reserved_room_type_E,reserved_room_type_F,reserved_room_type_G,reserved_room_type_H,deposit_type_No Deposit,deposit_type_Non Refund,deposit_type_Refundable,customer_type_Contract,customer_type_Group,customer_type_Transient,customer_type_Transient-Party
1.0,0.7142857142857142,0.1153846153846154,0.5333333333333333,0.0,0.10526315789473684,0.5,0.0,0.0,0.0,0.0,0.0,0.2950310559006211,0.0,0.0,1.0,0.09090909090909091,0.03333333333333333,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.14285714285714285,0.38461538461538464,0.6333333333333333,0.0,0.10526315789473684,0.5,0.0,0.0,0.0,0.0,0.0,0.2763975155279503,0.0,0.0,0.5,0.36363636363636365,0.7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.047619047619047616,0.3461538461538462,0.26666666666666666,0.0,0.05263157894736842,0.25,0.0,0.0,0.0,0.0,0.0,0.2950310559006211,0.0,0.0,1.0,0.36363636363636365,0.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.038461538461538464,0.5333333333333333,0.0,0.05263157894736842,0.25,0.0,0.0,1.0,0.0,0.018518518518518517,0.17701863354037267,0.0,0.0,1.0,0.0,0.5666666666666667,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.5238095238095237,0.8461538461538461,0.13333333333333333,0.0,0.05263157894736842,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.4658385093167702,0.0,0.25,0.5,0.8181818181818182,0.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.7619047619047619,0.9423076923076923,0.1,0.25,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.36894409937888195,0.0,0.25,0.5,0.9999999999999999,0.16666666666666669,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.8571428571428571,0.2692307692307693,0.26666666666666666,0.25,0.15789473684210525,0.25,0.0,0.0,0.0,0.0,0.0,0.10341614906832297,0.0,0.0,0.5,0.2727272727272727,0.43333333333333335,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.19047619047619047,0.6153846153846154,0.3333333333333333,0.0,0.2631578947368421,0.5,0.0,0.0,0.0,0.0,0.0,0.2795031055900621,0.0,0.5,0.0,0.6363636363636364,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.047619047619047616,0.7884615384615384,0.4,0.0,0.05263157894736842,0.5,0.0,0.0,0.0,0.0,0.0,0.20496894409937888,0.0,0.25,0.0,0.8181818181818182,0.43333333333333335,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.047619047619047616,0.6153846153846154,0.26666666666666666,0.125,0.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.47515527950310554,0.0,0.5,0.0,0.6363636363636364,0.3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.09523809523809523,0.23076923076923078,0.6333333333333333,0.25,0.21052631578947367,0.5,0.0,0.0,0.0,0.0,0.0,0.2639751552795031,0.0,0.0,0.5,0.1818181818181818,0.8333333333333334,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.19047619047619047,0.42307692307692313,0.16666666666666669,0.0,0.15789473684210525,0.25,0.0,0.0,1.0,0.0,0.05555555555555555,0.3354037267080745,0.0,0.5,1.0,0.4545454545454545,0.26666666666666666,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.09523809523809523,0.7692307692307693,0.26666666666666666,0.0,0.05263157894736842,0.25,0.0,0.0,0.0,0.0,0.018518518518518517,0.14906832298136646,0.0,0.0,0.0,0.8181818181818182,0.3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.38095238095238093,0.5192307692307693,0.2,0.0,0.21052631578947367,0.75,0.6666666666666666,0.0,0.0,0.0,0.0,0.5993788819875776,0.0,0.25,0.0,0.5454545454545454,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.9047619047619047,0.7692307692307693,0.16666666666666669,0.0,0.15789473684210525,0.25,0.0,0.0,1.0,0.09090909090909091,0.0,0.24844720496894407,0.0,0.0,0.0,0.7272727272727273,0.5333333333333333,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.38095238095238093,0.9038461538461539,0.8,0.0,0.05263157894736842,0.25,0.0,0.0,0.0,0.0,0.12962962962962962,0.10869565217391304,0.0,0.25,0.0,0.9090909090909091,0.8333333333333334,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.09523809523809523,0.8846153846153846,0.5666666666666667,0.0,0.10526315789473684,0.5,0.0,0.0,0.0,0.0,0.0,0.2291925465838509,0.0,0.5,0.5,0.9090909090909091,0.6333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.42857142857142855,0.5,0.0,0.0,0.10526315789473684,0.5,0.0,0.0,0.0,0.0,0.0,0.5248447204968943,0.0,0.25,0.5,0.5454545454545454,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.6666666666666666,0.673076923076923,0.1,0.25,0.10526315789473684,0.5,0.0,0.0,0.0,0.0,0.0,0.35093167701863354,0.5,0.75,0.0,0.7272727272727273,0.23333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.047619047619047616,0.07692307692307693,0.06666666666666668,0.125,0.10526315789473684,0.5,0.0,0.0,0.0,0.0,0.0,0.3633540372670807,0.0,0.25,1.0,0.09090909090909091,0.16666666666666669,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.09523809523809523,0.6153846153846154,0.26666666666666666,0.125,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.20962732919254656,0.0,0.5,0.0,0.6363636363636364,0.3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.19047619047619047,0.1153846153846154,0.2,0.25,0.10526315789473684,0.25,0.0,0.0,0.0,0.0,0.0,0.23670807453416148,0.5,0.25,0.5,0.09090909090909091,0.3333333333333333,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.8461538461538461,0.1,0.0,0.10526315789473684,0.25,0.0,0.0,0.0,0.0,0.0,0.13695652173913042,0.0,0.25,0.0,0.9090909090909091,0.16666666666666669,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.09523809523809523,0.9423076923076923,0.3333333333333333,0.0,0.05263157894736842,0.5,0.0,0.0,0.0,0.0,0.0,0.2919254658385093,0.5,0.0,0.0,0.9999999999999999,0.3666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.1153846153846154,0.5333333333333333,0.125,0.10526315789473684,0.5,0.0,0.0,0.0,0.0,0.0,0.23602484472049687,0.0,0.0,1.0,0.09090909090909091,0.6333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.09523809523809523,0.8461538461538461,0.03333333333333333,0.0,0.10526315789473684,0.25,0.0,0.0,0.0,0.0,0.0,0.2919254658385093,0.0,0.0,0.5,0.9090909090909091,0.03333333333333333,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.6190476190476191,0.25000000000000006,0.8666666666666667,0.25,0.10526315789473684,0.5,0.0,0.0,0.0,0.0,0.0,0.24580745341614907,0.0,0.0,0.5,0.1818181818181818,0.9999999999999999,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.23809523809523808,0.8653846153846154,0.16666666666666669,0.25,0.15789473684210525,0.5,0.0,0.0,0.0,0.0,0.0,0.331304347826087,0.0,0.25,0.5,0.9090909090909091,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.47619047619047616,0.1153846153846154,0.3666666666666667,0.125,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.14906832298136646,0.0,0.25,1.0,0.09090909090909091,0.4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.7619047619047619,0.826923076923077,0.9333333333333333,0.25,0.05263157894736842,0.5,0.0,0.0,0.0,0.0,0.0,0.43478260869565216,0.0,0.5,0.5,0.8181818181818182,0.7666666666666667,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.8095238095238095,0.7307692307692307,0.8333333333333334,0.25,0.10526315789473684,0.25,0.0,0.0,0.0,0.0,0.0,0.5279503105590062,0.0,0.0,0.0,0.7272727272727273,0.9666666666666667,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.047619047619047616,0.6153846153846154,0.3333333333333333,0.0,0.05263157894736842,0.25,0.0,0.0,0.0,0.0,0.0,0.46273291925465837,0.0,0.0,0.5,0.6363636363636364,0.3666666666666667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.3333333333333333,0.15384615384615385,0.03333333333333333,0.125,0.15789473684210525,0.25,0.0,0.0,0.0,0.0,0.0,0.09006211180124223,0.0,0.0,1.0,0.1818181818181818,0.16666666666666669,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.5,0.03333333333333333,0.125,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3043478260869565,0.0,0.0,1.0,0.5454545454545454,0.06666666666666668,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.3269230769230769,0.9,0.0,0.05263157894736842,0.25,0.0,0.0,0.0,0.0,0.0,0.13975155279503104,0.0,0.5,0.5,0.2727272727272727,0.9333333333333333,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.3269230769230769,0.13333333333333333,0.0,0.10526315789473684,0.5,0.0,0.0,0.0,0.0,0.0,0.24844720496894407,0.0,0.0,1.0,0.36363636363636365,0.2,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.5384615384615384,0.5333333333333333,0.125,0.15789473684210525,0.5,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.0,0.25,1.0,0.4545454545454545,0.9333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.047619047619047616,1.0000000000000002,0.9333333333333333,0.0,0.10526315789473684,0.5,0.0,0.0,0.0,0.0,0.0,0.37267080745341613,0.0,0.25,0.5,0.9999999999999999,0.9999999999999999,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.8571428571428571,0.1153846153846154,0.5333333333333333,0.0,0.10526315789473684,0.5,0.0,0.0,0.0,0.0,0.0,0.3070807453416149,0.0,0.0,1.0,0.09090909090909091,0.6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.9047619047619047,0.1153846153846154,0.4,0.0,0.05263157894736842,0.5,0.0,0.0,0.0,0.0,0.0,0.31211180124223603,0.0,0.5,0.5,0.09090909090909091,0.43333333333333335,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.7619047619047619,0.15384615384615385,0.8666666666666667,0.25,0.2631578947368421,0.25,0.0,0.0,0.0,0.0,0.0,0.3136645962732919,0.0,0.0,0.5,0.09090909090909091,0.8666666666666667,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.047619047619047616,0.6538461538461539,0.8666666666666667,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.24875776397515525,0.0,0.0,1.0,0.6363636363636364,0.9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.19047619047619047,0.6538461538461539,0.7333333333333333,0.0,0.05263157894736842,0.25,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5,0.0,0.5,0.6363636363636364,0.7666666666666667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
